Field1,day,emplacemen,index,pk,name,latitude,longitude,trip_per_d,cluster,FID1,FID_1,Field1_1,day_1,is_member,start_stat,index_1,Code,name_1,latitude_x,longitude_,year_x,trip_c,emplacem_1,pk_1,FID_,latitude_y,longitude1,year_y,X_x,Y_x,cluster_1,X_y,Y_y,X_mean,Y_mean,FID_2,DAUID,CDNAME,DAU,OID_,DAU_1,pop_2016,popden,age_0_14,age_15_30,age_30_45,age_p_45,lang_e,lang_f,lang_ef,inc_em,inc_aft,inc_low_,edu_unideg,to_work_ca,to_work_pt,to_work_wa,to_work_bi
109,202,19357,238,238,Villeneuve / du Parc,45.51829000000,-73.59235000000,95.82673267000,457,0,229,453,202,0.00000000000,0.00000000000,238,0.00000000000,Villeneuve / du Parc,45.51829000000,-73.59235000000,2022,19357,19357.00000000000,238.00000000000,728,45.51829000000,-73.59235000000,2022,297585,5042050,457,297585.00000000000,5042050.00000000000,297585.00000000000,5042050.00000000000,2247,24661417,Montr?—al,24661417,1291,24661417,624,13624.50000000000,0.09615384600,0.33653846200,0.29647435900,0.27083333300,0.14400000000,0.08800000000,0.76800000000,51840,48171,0.21600000000,0.42941176500,0.20454545500,0.43181818200,0.15909090900,0.15909090900
110,202,30972,239,239,Roy / St-Denis,45.51908000000,-73.57270000000,153.32673270000,453,0,178,350,202,0.00000000000,0.00000000000,239,0.00000000000,Roy / St-Denis,45.51908000000,-73.57270000000,2022,30972,30972.00000000000,239.00000000000,729,45.51908000000,-73.57270000000,2022,299120,5042130,453,299120.00000000000,5042130.00000000000,299120.00000000000,5042130.00000000000,2656,24661950,Montr?—al,24661950,1790,24661950,389,10156.70000000000,0.11568123400,0.26992287900,0.44987146500,0.16452442200,0.06410256400,0.10256410300,0.83333333300,58176,48768,0.21800000000,0.49264705900,0.36363636400,0.38636363600,0.20454545500,0.06818181800
111,202,35958,240,240,Berri / Cherrier,45.51908800000,-73.56950900000,178.00990100000,230,0,177,348,202,0.00000000000,0.00000000000,240,0.00000000000,Berri / Cherrier,45.51908800000,-73.56950900000,2022,35958,35958.00000000000,240.00000000000,730,45.51908800000,-73.56950900000,2022,299370,5042130,230,299370.00000000000,5042130.00000000000,299370.00000000000,5042130.00000000000,1107,24663342,Montr?—al,24663342,3099,24663342,431,7561.40000000000,0.11600928100,0.31322505800,0.35962877000,0.21113689100,0.08139534900,0.19767441900,0.69767441900,36053,33120,0.39500000000,0.30476190500,0.11111111100,0.55555555600,0.19444444400,0.13888888900
112,202,24154,241,241,Laval / Duluth,45.51921600000,-73.57718000000,119.57425740000,84,0,224,444,202,0.00000000000,0.00000000000,241,0.00000000000,Laval / Duluth,45.51921600000,-73.57718000000,2022,24154,24154.00000000000,241.00000000000,731,45.51921600000,-73.57718000000,2022,298770,5042150,84,298783.66666700000,5042166.66667000000,298783.66666700000,5042166.66667000000,2655,24661949,Montr?—al,24661949,1789,24661949,643,16658.00000000000,0.13996889600,0.24883359300,0.31104199100,0.30015552100,0.07031250000,0.17187500000,0.75000000000,61568,52267,0.26600000000,0.46889952200,0.15873015900,0.34920634900,0.28571428600,0.15873015900
113,202,53016,242,242,du Mont-Royal / Clark,45.51941000000,-73.58685000000,262.45544550000,561,0,226,447,202,0.00000000000,0.00000000000,242,0.00000000000,du Mont-Royal / Clark,45.51941000000,-73.58685000000,2022,53016,53016.00000000000,242.00000000000,732,45.51941000000,-73.58685000000,2022,298015,5042170,561,298015.00000000000,5042170.00000000000,298015.00000000000,5042170.00000000000,2666,24661962,Montr?—al,24661962,1800,24661962,432,8834.40000000000,0.06944444400,0.30092592600,0.32407407400,0.30555555600,0.15116279100,0.16279069800,0.65116279100,39723,35712,0.36000000000,0.33858267700,0.30769230800,0.36538461500,0.21153846200,0.13461538500
114,202,20668,243,243,Laval / Rachel,45.52017900000,-73.57942400000,102.31683170000,421,0,282,564,202,0.00000000000,0.00000000000,243,0.00000000000,Laval / Rachel,45.52017900000,-73.57942400000,2022,20668,20668.00000000000,243.00000000000,733,45.52017900000,-73.57942400000,2022,298595,5042250,421,298595.00000000000,5042250.00000000000,298595.00000000000,5042250.00000000000,2659,24661955,Montr?—al,24661955,1793,24661955,466,18132.30000000000,0.11802575100,0.26824034300,0.38626609400,0.22746781100,0.10752688200,0.19354838700,0.69892473100,63872,54912,0.16100000000,0.38931297700,0.24000000000,0.40000000000,0.28000000000,0.08000000000
115,202,14225,244,244,Villeneuve / St-Urbain,45.52018800000,-73.59055900000,70.42079208000,363,0,230,455,202,0.00000000000,0.00000000000,244,0.00000000000,Villeneuve / St-Urbain,45.52018800000,-73.59055900000,2022,14225,14225.00000000000,244.00000000000,734,45.52018800000,-73.59055900000,2022,297725,5042260,363,297725.00000000000,5042260.00000000000,297725.00000000000,5042260.00000000000,1664,24661432,Montr?—al,24661432,1306,24661432,573,17155.70000000000,0.13089005200,0.25305410100,0.33158813300,0.28446771400,0.13043478300,0.09565217400,0.75652173900,72832,61888,0.12200000000,0.41420118300,0.21311475400,0.36065573800,0.29508196700,0.13114754100
116,202,21874,245,245,St-Andr?— / Cherrier,45.52052400000,-73.56769700000,108.28712870000,36,0,179,352,202,0.00000000000,0.00000000000,245,0.00000000000,St-Andr?— / Cherrier,45.52052400000,-73.56769700000,2022,21874,21874.00000000000,245.00000000000,735,45.52052400000,-73.56769700000,2022,299511,5042290,36,299491.00000000000,5042275.00000000000,299491.00000000000,5042275.00000000000,1864,24661847,Montr?—al,24661847,1703,24661847,565,13139.50000000000,0.08849557500,0.23893805300,0.34513274300,0.32743362800,0.07964601800,0.15044247800,0.75221238900,59989,49067,0.21200000000,0.50000000000,0.24561403500,0.47368421100,0.15789473700,0.12280701800
117,202,21353,247,247,Roy / St-Andr?—,45.52156400000,-73.57036700000,105.70792080000,323,0,55,107,202,0.00000000000,0.00000000000,247,0.00000000000,Roy / St-Andr?—,45.52156400000,-73.57036700000,2022,21353,21353.00000000000,247.00000000000,736,45.52156400000,-73.57036700000,2022,299303,5042410,323,299303.00000000000,5042410.00000000000,299303.00000000000,5042410.00000000000,1861,24661844,Montr?—al,24661844,1700,24661844,532,17615.90000000000,0.07518797000,0.22556391000,0.35714285700,0.34210526300,0.03738317800,0.22429906500,0.72897196300,45824,39296,0.24200000000,0.45197740100,0.14285714300,0.30357142900,0.26785714300,0.28571428600
118,202,15961,248,248,de Bullion / du Mont-Royal,45.52175100000,-73.58526800000,79.01485149000,776,0,186,367,202,0.00000000000,0.00000000000,248,0.00000000000,de Bullion / du Mont-Royal,45.52175100000,-73.58526800000,2022,15961,15961.00000000000,248.00000000000,737,45.52175100000,-73.58526800000,2022,298139,5042430,776,298139.00000000000,5042430.00000000000,298139.00000000000,5042430.00000000000,2255,24661425,Montr?—al,24661425,1299,24661425,745,10108.50000000000,0.14093959700,0.26174496600,0.41610738300,0.18120805400,0.06040268500,0.22818791900,0.71140939600,56320,47488,0.20100000000,0.46052631600,0.21176470600,0.42352941200,0.24705882400,0.12941176500
119,202,26108,249,249,Rivard / Rachel,45.52227800000,-73.57759100000,129.24752480000,41,0,181,358,202,0.00000000000,0.00000000000,249,0.00000000000,Rivard / Rachel,45.52227800000,-73.57759100000,2022,26108,26108.00000000000,249.00000000000,738,45.52227800000,-73.57759100000,2022,298739,5042490,41,298754.00000000000,5042515.00000000000,298754.00000000000,5042515.00000000000,2657,24661953,Montr?—al,24661953,1791,24661953,597,12183.70000000000,0.14237855900,0.26800670000,0.34338358500,0.24623115600,0.07563025200,0.21008403400,0.71428571400,61184,50176,0.17500000000,0.46153846200,0.21739130400,0.36231884100,0.33333333300,0.10144927500
120,202,21226,250,250,Laval / du Mont-Royal,45.52236500000,-73.58414600000,105.07920790000,670,0,187,369,202,0.00000000000,0.00000000000,250,0.00000000000,Laval / du Mont-Royal,45.52236500000,-73.58414600000,2022,21226,21226.00000000000,250.00000000000,739,45.52236500000,-73.58414600000,2022,298227,5042500,670,298227.00000000000,5042500.00000000000,298227.00000000000,5042500.00000000000,2746,24661964,Montr?—al,24661964,1802,24661964,724,18611.80000000000,0.10359116000,0.26243093900,0.34530386700,0.28867403300,0.06206896600,0.19310344800,0.72413793100,52992,45824,0.24500000000,0.42035398200,0.33333333300,0.34666666700,0.18666666700,0.13333333300
121,202,24245,251,251,St-Hubert / Duluth,45.52242600000,-73.57418400000,120.02475250000,550,0,180,355,202,0.00000000000,0.00000000000,251,0.00000000000,St-Hubert / Duluth,45.52242600000,-73.57418400000,2022,24245,24245.00000000000,251.00000000000,740,45.52242600000,-73.57418400000,2022,299005,5042500,550,299005.00000000000,5042500.00000000000,299005.00000000000,5042500.00000000000,1106,24663341,Montr?—al,24663341,3098,24663341,409,12943.00000000000,0.07334963300,0.36674816600,0.26894865500,0.29095354500,0.07500000000,0.12500000000,0.80000000000,44928,39040,0.25900000000,0.44961240300,0.36956521700,0.34782608700,0.19565217400,0.10869565200
122,202,17076,252,252,Berri / Rachel,45.52271900000,-73.57720400000,84.53465347000,41,0,181,358,202,0.00000000000,0.00000000000,249,0.00000000000,Rivard / Rachel,45.52227800000,-73.57759100000,2022,26108,26108.00000000000,249.00000000000,738,45.52227800000,-73.57759100000,2022,298739,5042490,41,298754.00000000000,5042515.00000000000,298754.00000000000,5042515.00000000000,2657,24661953,Montr?—al,24661953,1791,24661953,597,12183.70000000000,0.14237855900,0.26800670000,0.34338358500,0.24623115600,0.07563025200,0.21008403400,0.71428571400,61184,50176,0.17500000000,0.46153846200,0.21739130400,0.36231884100,0.33333333300,0.10144927500
123,202,15812,253,253,Beaudry / Sherbrooke,45.52303500000,-73.56539500000,78.27722772000,213,0,537,1074,202,0.00000000000,0.00000000000,253,0.00000000000,Beaudry / Sherbrooke,45.52303500000,-73.56539500000,2022,15812,15812.00000000000,253.00000000000,742,45.52303500000,-73.56539500000,2022,299691,5042570,213,299691.00000000000,5042570.00000000000,299691.00000000000,5042570.00000000000,1868,24661851,Montr?—al,24661851,1707,24661851,688,17157.10000000000,0.12354651200,0.28343023300,0.34883720900,0.24418604700,0.05147058800,0.25000000000,0.69852941200,45568,42837,0.30900000000,0.40641711200,0.21538461500,0.35384615400,0.20000000000,0.20000000000
124,202,18170,254,254,du Parc-La Fontaine / Roy,45.52286600000,-73.56837700000,89.95049505000,85,0,150,295,202,0.00000000000,0.00000000000,254,0.00000000000,du Parc-La Fontaine / Roy,45.52286600000,-73.56837700000,2022,18170,18170.00000000000,254.00000000000,743,45.52286600000,-73.56837700000,2022,299458,5042550,85,299433.50000000000,5042570.00000000000,299433.50000000000,5042570.00000000000,934,24663334,Montr?—al,24663334,3093,24663334,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
125,174,13649,255,255,Villeneuve / de l'H??tel-de-Ville,45.52354400000,-73.58733200000,78.44252874000,123,0,203,404,174,0.00000000000,0.00000000000,255,0.00000000000,Villeneuve / de l'H??tel-de-Ville,45.52354400000,-73.58733200000,2022,13649,13649.00000000000,255.00000000000,744,45.52354400000,-73.58733200000,2022,297978,5042630,123,297978.00000000000,5042626.66667000000,297978.00000000000,5042626.66667000000,2255,24661425,Montr?—al,24661425,1299,24661425,745,10108.50000000000,0.14093959700,0.26174496600,0.41610738300,0.18120805400,0.06040268500,0.22818791900,0.71140939600,56320,47488,0.20100000000,0.46052631600,0.21176470600,0.42352941200,0.24705882400,0.12941176500
126,202,80999,256,256,M?—tro Mont-Royal (Rivard / du Mont-Royal),45.52467300000,-73.58255000000,400.98514850000,377,0,188,371,202,0.00000000000,0.00000000000,256,0.00000000000,M?—tro Mont-Royal (Rivard / du Mont-Royal),45.52467300000,-73.58255000000,2022,80999,80999.00000000000,256.00000000000,745,45.52467300000,-73.58255000000,2022,298352,5042750,377,298352.00000000000,5042750.00000000000,298352.00000000000,5042750.00000000000,1786,24661835,Montr?—al,24661835,1691,24661835,619,13910.10000000000,0.12116316600,0.27463651100,0.35541195500,0.24878836800,0.04838709700,0.23387096800,0.70161290300,50816,43733,0.25200000000,0.46666666700,0.20338983100,0.59322033900,0.08474576300,0.10169491500
127,202,14653,257,257,Marie-Anne / St-Hubert,45.52468300000,-73.57889700000,72.53960396000,303,0,469,935,202,0.00000000000,0.00000000000,257,0.00000000000,Marie-Anne / St-Hubert,45.52468300000,-73.57889700000,2022,14653,14653.00000000000,257.00000000000,746,45.52468300000,-73.57889700000,2022,298637,5042750,303,298637.00000000000,5042750.00000000000,298637.00000000000,5042750.00000000000,1790,24661839,Montr?—al,24661839,1695,24661839,569,14441.60000000000,0.12302284700,0.28998242500,0.33391915600,0.25307557100,0.04385964900,0.16666666700,0.77192982500,69888,58752,0.13200000000,0.49019607800,0.19402985100,0.44776119400,0.19402985100,0.13432835800
128,202,16990,258,258,du Parc-La Fontaine / Duluth,45.52451800000,-73.57197700000,84.10891089000,593,0,149,293,202,0.00000000000,0.00000000000,258,0.00000000000,du Parc-La Fontaine / Duluth,45.52451800000,-73.57197700000,2022,16990,16990.00000000000,258.00000000000,747,45.52451800000,-73.57197700000,2022,299177,5042740,593,299177.00000000000,5042740.00000000000,299177.00000000000,5042740.00000000000,934,24663334,Montr?—al,24663334,3093,24663334,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
129,202,19505,259,259,Calixa-Lavall?—e / Sherbrooke,45.52479000000,-73.56545000000,96.55940594000,654,0,151,297,202,0.00000000000,0.00000000000,259,0.00000000000,Calixa-Lavall?—e / Sherbrooke,45.52479000000,-73.56545000000,2022,19505,19505.00000000000,259.00000000000,748,45.52479000000,-73.56545000000,2022,299687,5042770,654,299687.00000000000,5042770.00000000000,299687.00000000000,5042770.00000000000,934,24663334,Montr?—al,24663334,3093,24663334,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
131,202,31922,261,261,Resther / du Mont-Royal,45.52562800000,-73.58177500000,158.02970300000,254,0,191,377,202,0.00000000000,0.00000000000,261,0.00000000000,Resther / du Mont-Royal,45.52562800000,-73.58177500000,2022,31922,31922.00000000000,261.00000000000,749,45.52562800000,-73.58177500000,2022,298412,5042860,254,298412.00000000000,5042860.00000000000,298412.00000000000,5042860.00000000000,1786,24661835,Montr?—al,24661835,1691,24661835,619,13910.10000000000,0.12116316600,0.27463651100,0.35541195500,0.24878836800,0.04838709700,0.23387096800,0.70161290300,50816,43733,0.25200000000,0.46666666700,0.20338983100,0.59322033900,0.08474576300,0.10169491500
132,202,15347,262,262,de Mentana / Marie-Anne,45.52602700000,-73.57785900000,75.97524752000,687,0,192,379,202,0.00000000000,0.00000000000,262,0.00000000000,de Mentana / Marie-Anne,45.52602700000,-73.57785900000,2022,15347,15347.00000000000,262.00000000000,750,45.52602700000,-73.57785900000,2022,298718,5042900,687,298718.00000000000,5042900.00000000000,298718.00000000000,5042900.00000000000,1909,24661907,Montr?—al,24661907,1759,24661907,642,14172.20000000000,0.14797507800,0.26479750800,0.31931464200,0.26791277300,0.03906250000,0.27343750000,0.68750000000,75008,63872,0.12500000000,0.44919786100,0.25000000000,0.41666666700,0.16666666700,0.13333333300
133,202,14363,263,263,M?—tro Laurier (Berri / St-Joseph),45.52723100000,-73.58672600000,71.10396040000,199,0,494,987,202,0.00000000000,0.00000000000,263,0.00000000000,M?—tro Laurier (Berri / St-Joseph),45.52723100000,-73.58672600000,2022,14363,14363.00000000000,263.00000000000,751,45.52723100000,-73.58672600000,2022,298026,5043040,199,298026.00000000000,5043040.00000000000,298026.00000000000,5043040.00000000000,2384,24661833,Montr?—al,24661833,1689,24661833,584,12399.20000000000,0.06849315100,0.30821917800,0.33390411000,0.28938356200,0.05128205100,0.20512820500,0.73504273500,42470,38528,0.29300000000,0.44318181800,0.19696969700,0.48484848500,0.16666666700,0.12121212100
134,202,15112,264,264,Pontiac / Gilford,45.52700900000,-73.58576600000,74.81188119000,405,0,193,382,202,0.00000000000,0.00000000000,264,0.00000000000,Pontiac / Gilford,45.52700900000,-73.58576600000,2022,15112,15112.00000000000,264.00000000000,752,45.52700900000,-73.58576600000,2022,298101,5043010,405,298101.00000000000,5043010.00000000000,298101.00000000000,5043010.00000000000,2384,24661833,Montr?—al,24661833,1689,24661833,584,12399.20000000000,0.06849315100,0.30821917800,0.33390411000,0.28938356200,0.05128205100,0.20512820500,0.73504273500,42470,38528,0.29300000000,0.44318181800,0.19696969700,0.48484848500,0.16666666700,0.12121212100
135,196,27126,265,265,?Îmile-Duploy?— / Sherbrooke,45.52720100000,-73.56472900000,138.39795920000,491,0,152,299,196,0.00000000000,0.00000000000,265,0.00000000000,?Îmile-Duploy?— / Sherbrooke,45.52720100000,-73.56472900000,2022,27126,27126.00000000000,265.00000000000,753,45.52720100000,-73.56472900000,2022,299744,5043030,491,299744.00000000000,5043030.00000000000,299744.00000000000,5043030.00000000000,934,24663334,Montr?—al,24663334,3093,24663334,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
136,153,12081,266,266,Marie-Anne / de la Roche,45.52775800000,-73.57618500000,78.96078431000,188,0,160,315,153,0.00000000000,0.00000000000,266,0.00000000000,Marie-Anne / de la Roche,45.52775800000,-73.57618500000,2022,12081,12081.00000000000,266.00000000000,754,45.52775800000,-73.57618500000,2022,298849,5043100,188,298850.66666700000,5043096.66667000000,298850.66666700000,5043096.66667000000,1653,24661900,Montr?—al,24661900,1752,24661900,554,15261.70000000000,0.12635379100,0.24368231000,0.37003610100,0.25992779800,0.04504504500,0.24324324300,0.72072072100,47232,41344,0.22700000000,0.42424242400,0.30357142900,0.35714285700,0.17857142900,0.14285714300
137,153,10845,267,267,Gilford / de Br?—beuf,45.53081600000,-73.58162600000,70.88235294000,79,0,163,320,153,0.00000000000,0.00000000000,267,0.00000000000,Gilford / de Br?—beuf,45.53081600000,-73.58162600000,2022,10845,10845.00000000000,267.00000000000,755,45.53081600000,-73.58162600000,2022,298424,5043440,79,298425.33333300000,5043443.33333000000,298425.33333300000,5043443.33333000000,2380,24661829,Montr?—al,24661829,1685,24661829,486,11941.00000000000,0.09259259300,0.26748971200,0.30864197500,0.33127572000,0.02040816300,0.27551020400,0.69387755100,35499,33152,0.30900000000,0.40441176500,0.27272727300,0.45454545500,0.09090909100,0.13636363600
138,202,10322,268,268,Gilford / de Lanaudi?–re,45.53200800000,-73.58044400000,51.09900990000,445,0,238,474,202,0.00000000000,0.00000000000,268,0.00000000000,Gilford / de Lanaudi?–re,45.53200800000,-73.58044400000,2022,10322,10322.00000000000,268.00000000000,756,45.53200800000,-73.58044400000,2022,298517,5043570,445,298517.00000000000,5043570.00000000000,298517.00000000000,5043570.00000000000,1912,24661910,Montr?—al,24661910,1762,24661910,472,10776.30000000000,0.10593220300,0.24364406800,0.38135593200,0.26906779700,0.02105263200,0.26315789500,0.71578947400,68352,57984,0.11700000000,0.44155844200,0.36666666700,0.36666666700,0.15000000000,0.05000000000
139,27,1851,271,271,Sanguinet / Ontario,45.51476700000,-73.56549100000,68.55555556000,765,0,32,61,27,0.00000000000,0.00000000000,271,0.00000000000,Sanguinet / Ontario,45.51476700000,-73.56549100000,2022,1851,1851.00000000000,271.00000000000,757,45.51476700000,-73.56549100000,2022,299683,5041650,765,299683.00000000000,5041650.00000000000,299683.00000000000,5041650.00000000000,333,24661265,Montr?—al,24661265,1160,24661265,512,4266.70000000000,0.01953125000,0.42968750000,0.27343750000,0.27734375000,0.07766990300,0.08737864100,0.81553398100,56448,48768,0.26700000000,0.44444444400,0.28571428600,0.35714285700,0.31428571400,0.02857142900
140,202,25698,272,272,Ste-Catherine / Labelle,45.51506500000,-73.55923000000,127.21782180000,40,0,100,201,202,0.00000000000,0.00000000000,272,0.00000000000,Ste-Catherine / Labelle,45.51506500000,-73.55923000000,2022,25698,25698.00000000000,272.00000000000,758,45.51506500000,-73.55923000000,2022,300172,5041680,40,300154.66666700000,5041666.66667000000,300154.66666700000,5041666.66667000000,1561,24661858,Montr?—al,24661858,1714,24661858,850,4735.40000000000,0.03529411800,0.37058823500,0.32941176500,0.26470588200,0.07878787900,0.12727272700,0.79393939400,40064,36352,0.30500000000,0.44029850700,0.16981132100,0.38679245300,0.35849056600,0.07547169800
141,202,31131,273,273,St-Andr?— / Ste-Catherine,45.51642700000,-73.55811200000,154.11386140000,599,0,426,848,202,0.00000000000,0.00000000000,273,0.00000000000,St-Andr?— / Ste-Catherine,45.51642700000,-73.55811200000,2022,31131,31131.00000000000,273.00000000000,759,45.51642700000,-73.55811200000,2022,300260,5041840,599,300260.00000000000,5041840.00000000000,300260.00000000000,5041840.00000000000,1562,24661859,Montr?—al,24661859,1715,24661859,650,8760.10000000000,0.03846153800,0.32307692300,0.23846153800,0.40000000000,0.07692307700,0.28461538500,0.62307692300,20928,20800,0.51600000000,0.33112582800,0.12195122000,0.58536585400,0.19512195100,0.04878048800
142,202,20097,274,274,Gare d'autocars de Montr?—al (Berri / Ontario),45.51689700000,-73.56394900000,99.49009901000,558,0,451,897,202,0.00000000000,0.00000000000,274,0.00000000000,Gare d'autocars de Montr?—al (Berri / Ontario),45.51689700000,-73.56394900000,2022,20097,20097.00000000000,274.00000000000,760,45.51689700000,-73.56394900000,2022,299804,5041890,558,299804.00000000000,5041890.00000000000,299804.00000000000,5041890.00000000000,1561,24661858,Montr?—al,24661858,1714,24661858,850,4735.40000000000,0.03529411800,0.37058823500,0.32941176500,0.26470588200,0.07878787900,0.12727272700,0.79393939400,40064,36352,0.30500000000,0.44029850700,0.16981132100,0.38679245300,0.35849056600,0.07547169800
143,202,6622,277,277,St-Andr?— / Robin,45.51812800000,-73.56185100000,32.78217822000,117,0,539,1078,202,0.00000000000,0.00000000000,277,0.00000000000,St-Andr?— / Robin,45.51812800000,-73.56185100000,2022,6622,6622.00000000000,277.00000000000,761,45.51812800000,-73.56185100000,2022,299968,5042020,117,299968.00000000000,5042020.00000000000,299968.00000000000,5042020.00000000000,1873,24661856,Montr?—al,24661856,1712,24661856,360,12903.20000000000,0.06944444400,0.36111111100,0.34722222200,0.22222222200,0.05555555600,0.18055555600,0.76388888900,51072,43776,0.23100000000,0.37500000000,0.22500000000,0.37500000000,0.25000000000,0.12500000000
144,202,11906,278,278,St-Andr?— / Ontario,45.51889000000,-73.56353000000,58.94059406000,354,0,30,57,202,0.00000000000,0.00000000000,278,0.00000000000,St-Andr?— / Ontario,45.51889000000,-73.56353000000,2022,11906,11906.00000000000,278.00000000000,762,45.51889000000,-73.56353000000,2022,299837,5042110,354,299837.00000000000,5042110.00000000000,299837.00000000000,5042110.00000000000,1873,24661856,Montr?—al,24661856,1712,24661856,360,12903.20000000000,0.06944444400,0.36111111100,0.34722222200,0.22222222200,0.05555555600,0.18055555600,0.76388888900,51072,43776,0.23100000000,0.37500000000,0.22500000000,0.37500000000,0.25000000000,0.12500000000
145,50,4387,279,279,Montcalm / de Maisonneuve,45.51913900000,-73.55786600000,87.74000000000,163,0,117,231,50,0.00000000000,0.00000000000,279,0.00000000000,Montcalm / de Maisonneuve,45.51913900000,-73.55786600000,2022,4387,4387.00000000000,279.00000000000,763,45.51913900000,-73.55786600000,2022,300279,5042140,163,300278.33333300000,5042140.00000000000,300278.33333300000,5042140.00000000000,1565,24661862,Montr?—al,24661862,1718,24661862,430,17269.10000000000,0.06976744200,0.30232558100,0.32558139500,0.30232558100,0.04651162800,0.26744186000,0.69767441900,45056,40832,0.28800000000,0.29896907200,0.19148936200,0.38297872300,0.25531914900,0.19148936200
146,189,6903,280,280,Plessis / Ren?—-L?—vesque,45.51937300000,-73.55195800000,36.52380952000,530,0,105,212,189,0.00000000000,0.00000000000,280,0.00000000000,Plessis / Ren?—-L?—vesque,45.51937300000,-73.55195800000,2022,6903,6903.00000000000,280.00000000000,764,45.51937300000,-73.55195800000,2022,300741,5042160,530,300741.00000000000,5042160.00000000000,300741.00000000000,5042160.00000000000,1569,24661866,Montr?—al,24661866,1722,24661866,511,10557.90000000000,0.01956947200,0.25440313100,0.40117416800,0.32485322900,0.05882352900,0.15686274500,0.79411764700,51755,43733,0.22800000000,0.37333333300,0.19354838700,0.51612903200,0.24193548400,0.00000000000
147,202,10049,281,281,Wolfe / Robin,45.51958100000,-73.56011600000,49.74752475000,285,0,176,346,202,0.00000000000,0.00000000000,281,0.00000000000,Wolfe / Robin,45.51958100000,-73.56011600000,2022,10049,10049.00000000000,281.00000000000,765,45.51958100000,-73.56011600000,2022,300104,5042190,285,300104.00000000000,5042190.00000000000,300104.00000000000,5042190.00000000000,1564,24661861,Montr?—al,24661861,1717,24661861,579,13040.50000000000,0.03454231400,0.27633851500,0.37996545800,0.30915371300,0.04310344800,0.18965517200,0.75000000000,55808,45739,0.21600000000,0.39500000000,0.20987654300,0.53086419800,0.24691358000,0.03703703700
148,106,4228,284,284,Papineau / Ren?—-L?—vesque,45.52114000000,-73.54926000000,39.88679245000,42,0,106,214,106,0.00000000000,0.00000000000,284,0.00000000000,Papineau / Ren?—-L?—vesque,45.52114000000,-73.54926000000,2022,4228,4228.00000000000,284.00000000000,766,45.52114000000,-73.54926000000,2022,300952,5042360,42,300925.00000000000,5042350.00000000000,300925.00000000000,5042350.00000000000,1103,24663336,Montr?—al,24663336,3095,24663336,570,1743.70000000000,0.05263157900,0.22807017500,0.42105263200,0.29824561400,0.07407407400,0.18518518500,0.74074074100,60288,50560,0.19400000000,0.42767295600,0.16129032300,0.53225806500,0.24193548400,0.06451612900
149,202,12283,285,285,Alexandre-DeS?–ve / Ste-Catherine,45.52123000000,-73.55386100000,60.80693069000,347,0,119,234,202,0.00000000000,0.00000000000,285,0.00000000000,Alexandre-DeS?–ve / Ste-Catherine,45.52123000000,-73.55386100000,2022,12283,12283.00000000000,285.00000000000,767,45.52123000000,-73.55386100000,2022,300592,5042370,347,300592.00000000000,5042370.00000000000,300592.00000000000,5042370.00000000000,1568,24661865,Montr?—al,24661865,1721,24661865,488,7883.70000000000,0.05122950800,0.27663934400,0.33811475400,0.33401639300,0.04123711300,0.23711340200,0.72164948500,42112,37419,0.34000000000,0.22807017500,0.23529411800,0.41176470600,0.27450980400,0.03921568600
150,202,9593,286,286,Logan / de Champlain,45.52319400000,-73.55584300000,47.49009901000,340,0,538,1076,202,0.00000000000,0.00000000000,286,0.00000000000,Logan / de Champlain,45.52319400000,-73.55584300000,2022,9593,9593.00000000000,286.00000000000,768,45.52319400000,-73.55584300000,2022,300438,5042590,340,300438.00000000000,5042590.00000000000,300438.00000000000,5042590.00000000000,1568,24661865,Montr?—al,24661865,1721,24661865,488,7883.70000000000,0.05122950800,0.27663934400,0.33811475400,0.33401639300,0.04123711300,0.23711340200,0.72164948500,42112,37419,0.34000000000,0.22807017500,0.23529411800,0.41176470600,0.27450980400,0.03921568600
151,202,13510,288,288,Plessis / Ontario,45.52349200000,-73.56073000000,66.88118812000,745,0,122,240,202,0.00000000000,0.00000000000,288,0.00000000000,Plessis / Ontario,45.52349200000,-73.56073000000,2022,13510,13510.00000000000,288.00000000000,769,45.52349200000,-73.56073000000,2022,300056,5042620,745,300056.00000000000,5042620.00000000000,300056.00000000000,5042620.00000000000,1870,24661853,Montr?—al,24661853,1709,24661853,863,11568.40000000000,0.08690614100,0.20857473900,0.38238702200,0.32213209700,0.04046242800,0.27167630100,0.68208092500,46336,40320,0.27200000000,0.33333333300,0.26666666700,0.28333333300,0.29166666700,0.14166666700
